player_id,team_id,jersey_no,player_name,posi_to_play,dt_of_bir,age,playing_club
160395,1218,4,Jan Durica,DF,12/10/1981,34,Lokomotiv Moskva
160396,1218,5,Norbert Gyomber,DF,7/3/1992,23,Roma
160404,1218,6,Jan Gregus,MF,1/29/1991,25,Jablonec
160411,1218,7,Vladimir Weiss,MF,11/30/1989,26,Al-Gharafa
160403,1218,8,Ondrej Duda,MF,12/5/1994,21,Legia
160414,1218,9,Stanislav Sestak,FD,12/16/1982,33,Ferencvaros
160410,1218,10,Miroslav Stoch,MF,10/19/1989,26,Bursaspor
160413,1218,11,Adam Nemec,FD,9/2/1985,30,Willem II
160394,1218,12,Jan Novota,GK,11/29/1983,32,Rapid Wien
160406,1218,13,Patrik HroSovsky,MF,4/22/1992,24,Plzen
160400,1218,14,Milan Skriniar,DF,2/11/1995,21,Sampdoria
160397,1218,15,TomasHubocan,DF,9/17/1985,30,Dinamo Moskva
160399,1218,16,Kornel Salata,DF,1/24/1985,31,Slovan Bratislava
160405,1218,17,Marek Hamsik,MF,7/27/1987,28,Napoli
160402,1218,18,Dusan Svento,DF,8/1/1985,30,Koln
160407,1218,19,Juraj Kucka,MF,2/26/1987,29,Milan
160408,1218,20,Robert Mak,MF,3/8/1991,25,PAOK
160412,1218,21,Michal Duris,FD,6/1/1988,28,Plzen
160409,1218,22,Viktor Pecovsky,MF,5/24/1983,33,zilina
160392,1218,23,MatusKozacik,GK,12/27/1983,32,Plzen
160415,1219,1,Lker Casillas,GK,5/20/1981,35,Porto
160418,1219,2,Cesar Azpilicueta,DF,8/28/1989,26,Chelsea
160423,1219,3,Gerard Pique,DF,2/2/1987,29,Barcelona
160419,1219,4,Marc Bartra,DF,1/15/1991,25,Barcelona
160427,1219,5,Sergio Busquets,MF,7/16/1988,27,Barcelona
160429,1219,6,Andres Iniesta,MF,5/11/1984,32,Barcelona
160435,1219,7,Alvaro Morata,FD,10/23/1992,23,Juventus
160430,1219,8,Koke,MF,1/8/1992,24,Atletico
160434,1219,9,Lucas Vazquez,FD,7/1/1991,24,Real Madrid
160428,1219,10,Cesc Fabregas,MF,5/4/1987,29,Chelsea
160437,1219,11,Pedro Rodriguez,FD,7/28/1987,28,Chelsea
160420,1219,12,Hector Bellerin,DF,3/19/1995,21,Arsenal
160416,1219,13,David de Gea,GK,11/7/1990,25,Man. United
160432,1219,14,Thiago Alcantara,MF,4/11/1991,25,Bayern
160424,1219,15,Sergio Ramos,DF,3/30/1986,30,Real Madrid
160422,1219,16,Juanfran,DF,1/9/1985,31,Atletico
160425,1219,17,Mikel San Jose,DF,5/30/1989,27,Athletic
160421,1219,18,Jordi Alba,DF,3/21/1989,27,Barcelona
160426,1219,19,Bruno Soriano,MF,6/12/1984,32,Villarreal
160433,1219,20,Aritz Aduriz,FD,2/11/1981,35,Athletic
160431,1219,21,David Silva,MF,1/8/1986,30,Man. City
160436,1219,22,Nolito,FD,10/15/1986,29,Celta
160417,1219,23,Sergio Rico,GK,9/1/1993,22,Sevilla
160439,1220,1,Andreas Isaksson,GK,10/3/1981,34,Kasimpasa
160446,1220,2,Mikael Lustig,DF,12/13/1986,29,Celtic
160444,1220,3,Erik Johansson,DF,12/30/1988,27,Kobenhavn
160442,1220,4,Andreas Granqvist,DF,4/16/1985,31,Krasnodar
160447,1220,5,Martin Olsson,DF,5/17/1988,28,Norwich
160451,1220,6,Emil Forsberg,MF,10/23/1991,24,Leipzig
160454,1220,7,Sebastian Larsson,MF,6/6/1985,31,Sunderland
160449,1220,8,Albin Ekdal,MF,7/28/1989,26,Hamburg
160453,1220,9,Kim Kallstrom,MF,8/24/1982,33,Grasshoppers
160459,1220,10,Zlatan Ibrahimovic,FD,10/3/1981,34,Paris
160457,1220,11,Marcus Berg,FD,8/17/1986,29,Panathinaikos
160440,1220,12,Robin Olsen,GK,1/8/1990,26,Kobenhavn
160443,1220,13,Pontus Jansson,DF,2/13/1991,25,Torino
160445,1220,14,Victor Lindelof,DF,7/17/1994,21,Benfica
160452,1220,15,Oscar Hiljemark,MF,6/28/1992,23,Palermo
160456,1220,16,Pontus Wernbloom,MF,6/25/1986,29,CSKA Moskva
160441,1220,17,Ludwig Augustinsson,DF,4/21/1994,22,Kobenhavn
160455,1220,18,Oscar Lewicki,MF,7/14/1992,23,Malmo
160460,1220,19,Emir Kujovic,FD,6/22/1988,27,Norrkoping
160458,1220,20,John Guidetti,FD,4/15/1992,24,Celta
160448,1220,21,Jimmy Durmaz,MF,3/22/1989,27,Olympiacos
160450,1220,22,Erkan Zengin,MF,8/5/1985,30,Trabzonspor
160438,1220,23,Patrik Carlgren,GK,1/8/1992,24,AIK
160463,1221,1,Yann Sommer,GK,12/17/1988,27,Monchengladbach
160467,1221,2,Stephan Lichtsteiner,DF,1/16/1984,32,Juventus
160468,1221,3,Francois Moubandje,DF,6/21/1990,25,Toulouse
160465,1221,4,Nico Elvedi,DF,9/30/1996,19,Monchengladbach
160471,1221,5,Steve von Bergen,DF,6/10/1983,33,Young Boys
160466,1221,6,Michael Lang,DF,2/8/1991,25,Basel
160480,1221,7,Breel Embolo,FD,2/14/1997,19,Basel
160475,1221,8,Fabian Frei,MF,1/8/1989,27,Mainz
160482,1221,9,Haris Seferovic,FD,2/22/1992,24,Frankfurt
160477,1221,10,Granit Xhaka,MF,9/27/1992,23,Monchengladbach
160472,1221,11,Valon Behrami,MF,4/19/1985,31,Watford
160462,1221,12,Marwin Hitz,GK,9/18/1987,28,Augsburg
160469,1221,13,Ricardo Rodriguez,DF,8/25/1992,23,Wolfsburg
160478,1221,14,Denis Zakaria,MF,11/20/1996,19,Young Boys
160473,1221,15,Blerim Dzemaili,MF,4/12/1986,30,Genoa
160474,1221,16,Gelson Fernandes,MF,9/2/1986,29,Rennes
160483,1221,17,Shani Tarashaj,FD,2/7/1995,21,Grasshoppers
160481,1221,18,Admir Mehmedi,FD,3/16/1991,25,Leverkusen
160479,1221,19,Eren Derdiyok,FD,6/12/1988,28,Kasimpasa
160464,1221,20,Johan Djourou,DF,1/18/1987,29,Hamburg
160461,1221,21,Roman Burki,GK,11/14/1990,25,Dortmund
160470,1221,22,Fabian Schar,DF,12/20/1991,24,Hoffenheim
160476,1221,23,Xherdan Shaqiri,MF,10/10/1991,24,Stoke
160486,1222,1,Volkan Babacan,GK,8/11/1988,27,Istanbul Basaksehir
160492,1222,2,Semih Kaya,DF,2/24/1991,25,Galatasaray
160490,1222,3,Hakan Balta,DF,3/23/1983,33,Galatasaray
160487,1222,4,Ahmet Calik,DF,2/26/1994,22,Genclerbirligi
160497,1222,5,Nuri Sahin,MF,9/5/1988,27,Dortmund
160495,1222,6,Hakan Calhanoglu,MF,2/8/1994,22,Leverkusen
160489,1222,7,Gokhan Gonul,DF,1/4/1985,31,Fenerbahce
160501,1222,8,Selcuk Inan,MF,2/10/1985,31,Galatasaray
160505,1222,9,Cenk Tosun,FD,6/7/1991,25,Besiktas
160494,1222,10,Arda Turan,MF,1/30/1987,29,Barcelona
160499,1222,11,Olcay Sahan,MF,5/26/1987,29,Besiktas
160485,1222,12,Onur Kivrak,GK,1/1/1988,28,Trabzonspor
160491,1222,13,Ismail Koybasi,DF,7/10/1989,26,Besiktas
160498,1222,14,Oguzhan Ozyakup,MF,9/23/1992,23,Besiktas
160496,1222,15,Mehmet Topal,MF,3/3/1986,30,Fenerbahce
160500,1222,16,Ozan Tufan,MF,3/23/1995,21,Fenerbahce
160504,1222,17,Burak Yilmaz,FD,7/15/1985,30,Beijing Guoan
160488,1222,18,Caner Erkin,DF,10/4/1988,27,Fenerbahce
160503,1222,19,Yunus Malli,MF,2/24/1992,24,Mainz
160502,1222,20,Volkan Sen,MF,7/7/1987,28,Fenerbahce
160506,1222,21,Emre Mor,FD,7/24/1997,18,Nordsj‘lland
160493,1222,22,Sener Ozbayrakli,DF,1/23/1990,26,Fenerbahce
160484,1222,23,Harun Tekin,GK,6/17/1989,27,Bursaspor
160507,1223,1,Denys Boyko,GK,1/29/1988,28,Besiktas
160510,1223,2,Bohdan Butko,DF,1/13/1991,25,Amkar
160512,1223,3,Yevhen Khacheridi,DF,7/28/1987,28,Dynamo Kyiv
160524,1223,4,Anatoliy Tymoshchuk,MF,3/30/1979,37,Kairat
160513,1223,5,Olexandr Kucher,DF,10/22/1982,33,Shakhtar Donetsk
160522,1223,6,Taras Stepanenko,MF,8/8/1989,26,Shakhtar Donetsk
160525,1223,7,Andriy Yarmolenko,MF,10/23/1989,26,Dynamo Kyiv
160529,1223,8,Roman Zozulya,FD,11/17/1989,26,Dnipro
160519,1223,9,Viktor Kovalenko,MF,2/14/1996,20,Shakhtar Donetsk
160518,1223,10,Yevhen Konoplyanka,MF,9/29/1989,26,Sevilla
160528,1223,11,Yevhen Seleznyov,FD,7/20/1985,30,Shakhtar Donetsk
160508,1223,12,Andriy Pyatov,GK,6/28/1984,31,Shakhtar Donetsk
160515,1223,13,Vyacheslav Shevchuk,DF,5/13/1979,37,Shakhtar Donetsk
160520,1223,14,Ruslan Rotan,MF,10/29/1981,34,Dnipro
160527,1223,15,Pylyp Budkivskiy,FD,3/10/1992,24,Zorya
160523,1223,16,Serhiy Sydorchuk,MF,5/2/1991,25,Dynamo Kyiv
160511,1223,17,Artem Fedetskiy,DF,4/26/1985,31,Dnipro
160521,1223,18,Serhiy Rybalka,MF,4/1/1990,26,Dynamo Kyiv
160516,1223,19,Denys Garmash,MF,4/19/1990,26,Dynamo Kyiv
160514,1223,20,Yaroslav Rakitskiy,DF,8/3/1989,26,Shakhtar Donetsk
160526,1223,21,Olexandr Zinchenko,MF,12/15/1996,19,Ufa
160517,1223,22,Olexandr Karavaev,MF,6/2/1992,24,Zorya
160509,1223,23,Mykyta Shevchenko,GK,1/26/1993,23,Zorya
160531,1224,1,Wayne Hennessey,GK,1/24/1987,29,Crystal Palace
160536,1224,2,Chris Gunter,DF,7/21/1989,26,Reading
160538,1224,3,Neil Taylor,DF,2/7/1989,27,Swansea
160535,1224,4,Ben Davies,DF,4/24/1993,23,Tottenham
160533,1224,5,James Chester,DF,1/23/1989,27,West Brom
160539,1224,6,Ashley Williams,DF,8/23/1984,31,Swansea
160540,1224,7,Joe Allen,MF,3/14/1990,26,Liverpool
160542,1224,8,Andy King,MF,10/29/1988,27,Leicester
160550,1224,9,Hal Robson-Kanu,FD,5/21/1989,27,Reading
160544,1224,10,Aaron Ramsey,MF,12/26/1990,25,Arsenal
160547,1224,11,Gareth Bale,FD,7/16/1989,26,Real Madrid
160530,1224,12,Owain Fon Williams,GK,3/17/1987,29,Inverness
160552,1224,13,George Williams,FD,9/7/1995,20,Fulham
160541,1224,14,David Edwards,MF,2/3/1986,30,Wolves
160537,1224,15,Jazz Richards,DF,4/12/1991,25,Fulham
160543,1224,16,Joe Ledley,MF,1/23/1987,29,Crystal Palace
160549,1224,17,David Cotterill,FD,12/4/1987,28,Birmingham
160551,1224,18,Sam Vokes,FD,10/21/1989,26,Burnley
160534,1224,19,James Collins,DF,8/23/1983,32,West Ham
160546,1224,20,Jonathan Williams,MF,10/9/1993,22,Crystal Palace
160532,1224,21,Danny Ward,GK,6/22/1993,22,Liverpool
160545,1224,22,David Vaughan,MF,2/18/1983,33,Nottm Forest
160548,1224,23,Simon Church,FD,12/10/1988,27,MK Dons
